"Statistic Label","Quarter","State","UNIT","VALUE"
"GVA at Current Basic Prices (Seasonally Adjusted)","2007Q2","State","Euro Million","43524"
"GVA at Current Basic Prices (Seasonally Adjusted)","2007Q3","State","Euro Million","42888"
"GVA at Current Basic Prices (Seasonally Adjusted)","2007Q4","State","Euro Million","43669"
"GVA at Current Basic Prices (Seasonally Adjusted)","2008Q1","State","Euro Million","42839"
"GVA at Current Basic Prices (Seasonally Adjusted)","2008Q2","State","Euro Million","42219"
"GVA at Current Basic Prices (Seasonally Adjusted)","2008Q3","State","Euro Million","42227"
"GVA at Current Basic Prices (Seasonally Adjusted)","2008Q4","State","Euro Million","40671"
"GVA at Current Basic Prices (Seasonally Adjusted)","2009Q1","State","Euro Million","39412"
"GVA at Current Basic Prices (Seasonally Adjusted)","2009Q2","State","Euro Million","39161"
"GVA at Current Basic Prices (Seasonally Adjusted)","2009Q3","State","Euro Million","38281"
"GVA at Current Basic Prices (Seasonally Adjusted)","2009Q4","State","Euro Million","37619"
"GVA at Current Basic Prices (Seasonally Adjusted)","2010Q1","State","Euro Million","37955"
"GVA at Current Basic Prices (Seasonally Adjusted)","2010Q2","State","Euro Million","37808"
"GVA at Current Basic Prices (Seasonally Adjusted)","2010Q3","State","Euro Million","38045"
"GVA at Current Basic Prices (Seasonally Adjusted)","2010Q4","State","Euro Million","38286"
"GVA at Current Basic Prices (Seasonally Adjusted)","2011Q1","State","Euro Million","39005"
"GVA at Current Basic Prices (Seasonally Adjusted)","2011Q2","State","Euro Million","39682"
"GVA at Current Basic Prices (Seasonally Adjusted)","2011Q3","State","Euro Million","39368"
"GVA at Current Basic Prices (Seasonally Adjusted)","2011Q4","State","Euro Million","38783"
"GVA at Current Basic Prices (Seasonally Adjusted)","2012Q1","State","Euro Million","39869"
"GVA at Current Basic Prices (Seasonally Adjusted)","2012Q2","State","Euro Million","40578"
"GVA at Current Basic Prices (Seasonally Adjusted)","2012Q3","State","Euro Million","39822"
"GVA at Current Basic Prices (Seasonally Adjusted)","2012Q4","State","Euro Million","39144"
"GVA at Current Basic Prices (Seasonally Adjusted)","2013Q1","State","Euro Million","39464"
"GVA at Current Basic Prices (Seasonally Adjusted)","2013Q2","State","Euro Million","40825"
"GVA at Current Basic Prices (Seasonally Adjusted)","2013Q3","State","Euro Million","41609"
"GVA at Current Basic Prices (Seasonally Adjusted)","2013Q4","State","Euro Million","41034"
"GVA at Current Basic Prices (Seasonally Adjusted)","2014Q1","State","Euro Million","43028"
"GVA at Current Basic Prices (Seasonally Adjusted)","2014Q2","State","Euro Million","44573"
"GVA at Current Basic Prices (Seasonally Adjusted)","2014Q3","State","Euro Million","44937"
"GVA at Current Basic Prices (Seasonally Adjusted)","2014Q4","State","Euro Million","44984"
"GVA at Current Basic Prices (Seasonally Adjusted)","2015Q1","State","Euro Million","59574"
"GVA at Current Basic Prices (Seasonally Adjusted)","2015Q2","State","Euro Million","59522"
"GVA at Current Basic Prices (Seasonally Adjusted)","2015Q3","State","Euro Million","61661"
"GVA at Current Basic Prices (Seasonally Adjusted)","2015Q4","State","Euro Million","64062"
"GVA at Current Basic Prices (Seasonally Adjusted)","2016Q1","State","Euro Million","60101"
"GVA at Current Basic Prices (Seasonally Adjusted)","2016Q2","State","Euro Million","59614"
"GVA at Current Basic Prices (Seasonally Adjusted)","2016Q3","State","Euro Million","61793"
"GVA at Current Basic Prices (Seasonally Adjusted)","2016Q4","State","Euro Million","67328"
"GVA at Current Basic Prices (Seasonally Adjusted)","2017Q1","State","Euro Million","65920"
"GVA at Current Basic Prices (Seasonally Adjusted)","2017Q2","State","Euro Million","67509"
"GVA at Current Basic Prices (Seasonally Adjusted)","2017Q3","State","Euro Million","69917"
"GVA at Current Basic Prices (Seasonally Adjusted)","2017Q4","State","Euro Million","73555"
"GVA at Current Basic Prices (Seasonally Adjusted)","2018Q1","State","Euro Million","75367"
"GVA at Current Basic Prices (Seasonally Adjusted)","2018Q2","State","Euro Million","76217"
"GVA at Current Basic Prices (Seasonally Adjusted)","2018Q3","State","Euro Million","76572"
"GVA at Current Basic Prices (Seasonally Adjusted)","2018Q4","State","Euro Million","77540"
"GVA at Current Basic Prices (Seasonally Adjusted)","2019Q1","State","Euro Million","79990"
"GVA at Current Basic Prices (Seasonally Adjusted)","2019Q2","State","Euro Million","82202"
"GVA at Current Basic Prices (Seasonally Adjusted)","2019Q3","State","Euro Million","83641"
"GVA at Current Basic Prices (Seasonally Adjusted)","2019Q4","State","Euro Million","86829"
"GVA at Current Basic Prices (Seasonally Adjusted)","2020Q1","State","Euro Million","89658"
"GVA at Current Basic Prices (Seasonally Adjusted)","2020Q2","State","Euro Million","83511"
"GVA at Current Basic Prices (Seasonally Adjusted)","2020Q3","State","Euro Million","92568"
"GVA at Current Basic Prices (Seasonally Adjusted)","2020Q4","State","Euro Million","89880"
"GVA at Current Basic Prices (Seasonally Adjusted)","2021Q1","State","Euro Million","97925"
"GVA at Current Basic Prices (Seasonally Adjusted)","2021Q2","State","Euro Million","100600"
"GVA at Current Basic Prices (Seasonally Adjusted)","2021Q3","State","Euro Million","105491"
"GVA at Current Basic Prices (Seasonally Adjusted)","2021Q4","State","Euro Million","104548"
"GVA at Current Basic Prices (Seasonally Adjusted)","2022Q1","State","Euro Million","113566"
"GVA at Current Basic Prices (Seasonally Adjusted)","2022Q2","State","Euro Million","119802"
"GVA at Current Basic Prices (Seasonally Adjusted)","2022Q3","State","Euro Million","123407"
"GVA at Current Basic Prices (Seasonally Adjusted)","2022Q4","State","Euro Million","122539"
"GVA at Current Basic Prices (Seasonally Adjusted)","2023Q1","State","Euro Million","120286"
"GVA at Current Basic Prices (Seasonally Adjusted)","2023Q2","State","Euro Million","122638"
"GVA at Current Basic Prices (Seasonally Adjusted)","2023Q3","State","Euro Million","117552"
"Taxes on Products at Current Prices (Seasonally Adjusted)","1995Q1","State","Euro Million","1680"
"Taxes on Products at Current Prices (Seasonally Adjusted)","1995Q2","State","Euro Million","1729"
"Taxes on Products at Current Prices (Seasonally Adjusted)","1995Q3","State","Euro Million","1784"
"Taxes on Products at Current Prices (Seasonally Adjusted)","1995Q4","State","Euro Million","1832"
"Taxes on Products at Current Prices (Seasonally Adjusted)","1996Q1","State","Euro Million","1853"
"Taxes on Products at Current Prices (Seasonally Adjusted)","1996Q2","State","Euro Million","1910"
"Taxes on Products at Current Prices (Seasonally Adjusted)","1996Q3","State","Euro Million","1973"
"Taxes on Products at Current Prices (Seasonally Adjusted)","1996Q4","State","Euro Million","2023"
"Taxes on Products at Current Prices (Seasonally Adjusted)","1997Q1","State","Euro Million","2099"
"Taxes on Products at Current Prices (Seasonally Adjusted)","1997Q2","State","Euro Million","2184"
"Taxes on Products at Current Prices (Seasonally Adjusted)","1997Q3","State","Euro Million","2249"
"Taxes on Products at Current Prices (Seasonally Adjusted)","1997Q4","State","Euro Million","2312"
"Taxes on Products at Current Prices (Seasonally Adjusted)","1998Q1","State","Euro Million","2355"
"Taxes on Products at Current Prices (Seasonally Adjusted)","1998Q2","State","Euro Million","2535"
"Taxes on Products at Current Prices (Seasonally Adjusted)","1998Q3","State","Euro Million","2540"
"Taxes on Products at Current Prices (Seasonally Adjusted)","1998Q4","State","Euro Million","2668"
"Taxes on Products at Current Prices (Seasonally Adjusted)","1999Q1","State","Euro Million","2622"
"Taxes on Products at Current Prices (Seasonally Adjusted)","1999Q2","State","Euro Million","3000"
"Taxes on Products at Current Prices (Seasonally Adjusted)","1999Q3","State","Euro Million","2852"
"Taxes on Products at Current Prices (Seasonally Adjusted)","1999Q4","State","Euro Million","3108"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2000Q1","State","Euro Million","3355"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2000Q2","State","Euro Million","3312"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2000Q3","State","Euro Million","3496"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2000Q4","State","Euro Million","3259"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2001Q1","State","Euro Million","3379"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2001Q2","State","Euro Million","3340"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2001Q3","State","Euro Million","3432"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2001Q4","State","Euro Million","3524"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2002Q1","State","Euro Million","3578"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2002Q2","State","Euro Million","3710"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2002Q3","State","Euro Million","3826"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2002Q4","State","Euro Million","3952"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2003Q1","State","Euro Million","3935"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2003Q2","State","Euro Million","3947"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2003Q3","State","Euro Million","4188"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2003Q4","State","Euro Million","4344"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2004Q1","State","Euro Million","4431"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2004Q2","State","Euro Million","4583"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2004Q3","State","Euro Million","4613"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2004Q4","State","Euro Million","4792"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2005Q1","State","Euro Million","4921"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2005Q2","State","Euro Million","5164"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2005Q3","State","Euro Million","5362"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2005Q4","State","Euro Million","5238"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2006Q1","State","Euro Million","5694"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2006Q2","State","Euro Million","5750"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2006Q3","State","Euro Million","6006"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2006Q4","State","Euro Million","5983"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2007Q1","State","Euro Million","6236"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2007Q2","State","Euro Million","6275"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2007Q3","State","Euro Million","5812"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2007Q4","State","Euro Million","5740"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2008Q1","State","Euro Million","5598"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2008Q2","State","Euro Million","5314"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2008Q3","State","Euro Million","5136"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2008Q4","State","Euro Million","4473"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2009Q1","State","Euro Million","4044"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2009Q2","State","Euro Million","4198"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2009Q3","State","Euro Million","4194"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2009Q4","State","Euro Million","4044"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2010Q1","State","Euro Million","3953"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2010Q2","State","Euro Million","4087"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2010Q3","State","Euro Million","4192"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2010Q4","State","Euro Million","4066"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2011Q1","State","Euro Million","4029"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2011Q2","State","Euro Million","3939"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2011Q3","State","Euro Million","3890"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2011Q4","State","Euro Million","4107"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2012Q1","State","Euro Million","4051"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2012Q2","State","Euro Million","4041"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2012Q3","State","Euro Million","4169"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2012Q4","State","Euro Million","4064"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2013Q1","State","Euro Million","4255"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2013Q2","State","Euro Million","4130"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2013Q3","State","Euro Million","4324"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2013Q4","State","Euro Million","4249"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2014Q1","State","Euro Million","4432"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2014Q2","State","Euro Million","4698"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2014Q3","State","Euro Million","4471"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2014Q4","State","Euro Million","5000"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2015Q1","State","Euro Million","4755"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2015Q2","State","Euro Million","4973"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2015Q3","State","Euro Million","4974"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2015Q4","State","Euro Million","4968"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2016Q1","State","Euro Million","5238"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2016Q2","State","Euro Million","5393"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2016Q3","State","Euro Million","5121"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2016Q4","State","Euro Million","5170"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2017Q1","State","Euro Million","5453"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2017Q2","State","Euro Million","5173"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2017Q3","State","Euro Million","5423"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2017Q4","State","Euro Million","5628"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2018Q1","State","Euro Million","5426"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2018Q2","State","Euro Million","5539"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2018Q3","State","Euro Million","5788"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2018Q4","State","Euro Million","5661"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2019Q1","State","Euro Million","5896"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2019Q2","State","Euro Million","6206"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2019Q3","State","Euro Million","6059"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2019Q4","State","Euro Million","6115"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2020Q1","State","Euro Million","4488"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2020Q2","State","Euro Million","5186"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2020Q3","State","Euro Million","5703"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2020Q4","State","Euro Million","5758"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2021Q1","State","Euro Million","5780"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2021Q2","State","Euro Million","6794"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2021Q3","State","Euro Million","6752"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2021Q4","State","Euro Million","7134"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2022Q1","State","Euro Million","7077"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2022Q2","State","Euro Million","7071"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2022Q3","State","Euro Million","7407"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2022Q4","State","Euro Million","6876"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2023Q1","State","Euro Million","7288"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2023Q2","State","Euro Million","7414"
"Taxes on Products at Current Prices (Seasonally Adjusted)","2023Q3","State","Euro Million","7520"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","1995Q1","State","Euro Million","-311"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","1995Q2","State","Euro Million","-295"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","1995Q3","State","Euro Million","-474"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","1995Q4","State","Euro Million","-336"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","1996Q1","State","Euro Million","-359"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","1996Q2","State","Euro Million","-333"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","1996Q3","State","Euro Million","-549"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","1996Q4","State","Euro Million","-379"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","1997Q1","State","Euro Million","-408"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","1997Q2","State","Euro Million","-427"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","1997Q3","State","Euro Million","-414"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","1997Q4","State","Euro Million","-400"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","1998Q1","State","Euro Million","-394"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","1998Q2","State","Euro Million","-440"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","1998Q3","State","Euro Million","-375"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","1998Q4","State","Euro Million","-440"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","1999Q1","State","Euro Million","-380"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","1999Q2","State","Euro Million","-382"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","1999Q3","State","Euro Million","-418"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","1999Q4","State","Euro Million","-387"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2000Q1","State","Euro Million","-504"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2000Q2","State","Euro Million","-392"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2000Q3","State","Euro Million","-329"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2000Q4","State","Euro Million","-421"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2001Q1","State","Euro Million","-346"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2001Q2","State","Euro Million","-265"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2001Q3","State","Euro Million","-416"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2001Q4","State","Euro Million","-391"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2002Q1","State","Euro Million","-414"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2002Q2","State","Euro Million","-447"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2002Q3","State","Euro Million","-471"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2002Q4","State","Euro Million","-532"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2003Q1","State","Euro Million","-441"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2003Q2","State","Euro Million","-449"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2003Q3","State","Euro Million","-482"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2003Q4","State","Euro Million","-509"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2004Q1","State","Euro Million","-543"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2004Q2","State","Euro Million","-489"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2004Q3","State","Euro Million","-402"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2004Q4","State","Euro Million","-496"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2005Q1","State","Euro Million","-303"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2005Q2","State","Euro Million","-317"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2005Q3","State","Euro Million","-275"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2005Q4","State","Euro Million","-455"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2006Q1","State","Euro Million","-257"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2006Q2","State","Euro Million","-264"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2006Q3","State","Euro Million","-306"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2006Q4","State","Euro Million","-246"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2007Q1","State","Euro Million","-301"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2007Q2","State","Euro Million","-319"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2007Q3","State","Euro Million","-348"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2007Q4","State","Euro Million","-225"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2008Q1","State","Euro Million","-371"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2008Q2","State","Euro Million","-341"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2008Q3","State","Euro Million","-339"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2008Q4","State","Euro Million","-235"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2009Q1","State","Euro Million","-303"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2009Q2","State","Euro Million","-328"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2009Q3","State","Euro Million","-304"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2009Q4","State","Euro Million","-310"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2010Q1","State","Euro Million","-299"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2010Q2","State","Euro Million","-242"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2010Q3","State","Euro Million","-272"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2010Q4","State","Euro Million","-290"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2011Q1","State","Euro Million","-270"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2011Q2","State","Euro Million","-271"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2011Q3","State","Euro Million","-266"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2011Q4","State","Euro Million","-276"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2012Q1","State","Euro Million","-269"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2012Q2","State","Euro Million","-279"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2012Q3","State","Euro Million","-270"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2012Q4","State","Euro Million","-302"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2013Q1","State","Euro Million","-283"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2013Q2","State","Euro Million","-286"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2013Q3","State","Euro Million","-279"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2013Q4","State","Euro Million","-239"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2014Q1","State","Euro Million","-250"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2014Q2","State","Euro Million","-249"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2014Q3","State","Euro Million","-243"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2014Q4","State","Euro Million","-243"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2015Q1","State","Euro Million","-224"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2015Q2","State","Euro Million","-223"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2015Q3","State","Euro Million","-226"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2015Q4","State","Euro Million","-222"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2016Q1","State","Euro Million","-233"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2016Q2","State","Euro Million","-233"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2016Q3","State","Euro Million","-234"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2016Q4","State","Euro Million","-239"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2017Q1","State","Euro Million","-236"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2017Q2","State","Euro Million","-236"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2017Q3","State","Euro Million","-241"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2017Q4","State","Euro Million","-247"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2018Q1","State","Euro Million","-248"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2018Q2","State","Euro Million","-249"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2018Q3","State","Euro Million","-259"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2018Q4","State","Euro Million","-267"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2019Q1","State","Euro Million","-250"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2019Q2","State","Euro Million","-254"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2019Q3","State","Euro Million","-267"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2019Q4","State","Euro Million","-278"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2020Q1","State","Euro Million","-348"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2020Q2","State","Euro Million","-357"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2020Q3","State","Euro Million","-335"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2020Q4","State","Euro Million","-327"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2021Q1","State","Euro Million","-402"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2021Q2","State","Euro Million","-397"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2021Q3","State","Euro Million","-421"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2021Q4","State","Euro Million","-439"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2022Q1","State","Euro Million","-440"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2022Q2","State","Euro Million","-430"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2022Q3","State","Euro Million","-456"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2022Q4","State","Euro Million","-462"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2023Q1","State","Euro Million","-451"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2023Q2","State","Euro Million","-479"
"Subsidies on Products at Current Prices (Seasonally Adjusted)","2023Q3","State","Euro Million","-478"
"GDP at Current Market Prices (Seasonally Adjusted)","1995Q1","State","Euro Million","13213"
"GDP at Current Market Prices (Seasonally Adjusted)","1995Q2","State","Euro Million","13597"
"GDP at Current Market Prices (Seasonally Adjusted)","1995Q3","State","Euro Million","13783"
"GDP at Current Market Prices (Seasonally Adjusted)","1995Q4","State","Euro Million","14032"
"GDP at Current Market Prices (Seasonally Adjusted)","1996Q1","State","Euro Million","14595"
"GDP at Current Market Prices (Seasonally Adjusted)","1996Q2","State","Euro Million","14924"
"GDP at Current Market Prices (Seasonally Adjusted)","1996Q3","State","Euro Million","15011"
"GDP at Current Market Prices (Seasonally Adjusted)","1996Q4","State","Euro Million","15545"
"GDP at Current Market Prices (Seasonally Adjusted)","1997Q1","State","Euro Million","16088"
"GDP at Current Market Prices (Seasonally Adjusted)","1997Q2","State","Euro Million","16985"
"GDP at Current Market Prices (Seasonally Adjusted)","1997Q3","State","Euro Million","17745"
"GDP at Current Market Prices (Seasonally Adjusted)","1997Q4","State","Euro Million","18511"
"GDP at Current Market Prices (Seasonally Adjusted)","1998Q1","State","Euro Million","19048"
"GDP at Current Market Prices (Seasonally Adjusted)","1998Q2","State","Euro Million","19749"
